Title:,"Time Series, Area-Averaged of Snow depth water equivalent monthly 0.25 deg. [GLDAS Model (monthly)"
2010-12-01 00:00:00,36.0726624
2011-01-01 00:00:00,49.0277023
2011-02-01 00:00:00,61.6429901
2011-03-01 00:00:00,48.1329842
2011-04-01 00:00:00,12.8288746
2011-05-01 00:00:00,5.39213705
2011-06-01 00:00:00,0.235458329
2011-07-01 00:00:00,0
2011-08-01 00:00:00,0
2011-09-01 00:00:00,0.00233333325
2011-10-01 00:00:00,3.78685474
2011-11-01 00:00:00,13.4812498
2011-12-01 00:00:00,24.1313705
2012-01-01 00:00:00,23.6397991
2012-02-01 00:00:00,25.0246983
2012-03-01 00:00:00,12.7127419
2012-04-01 00:00:00,1.26450002
2012-05-01 00:00:00,0.215080649
2012-06-01 00:00:00,0.00254166662
2012-07-01 00:00:00,0
2012-08-01 00:00:00,0
2012-09-01 00:00:00,0.00112499995
2012-10-01 00:00:00,1.55435479
2012-11-01 00:00:00,2.83366656
2012-12-01 00:00:00,5.12919378
2013-01-01 00:00:00,6.53387117
2013-02-01 00:00:00,8.92196465
2013-03-01 00:00:00,8.33951569
2013-04-01 00:00:00,7.6482501
2013-05-01 00:00:00,2.59020162
2013-06-01 00:00:00,0.00166666671
2013-07-01 00:00:00,0
2013-08-01 00:00:00,0
2013-09-01 00:00:00,0.122749999
2013-10-01 00:00:00,4.61532259
2013-11-01 00:00:00,4.97391653
2013-12-01 00:00:00,14.0252419
2014-01-01 00:00:00,16.7342739
2014-02-01 00:00:00,20.1717854
2014-03-01 00:00:00,13.9737501
2014-04-01 00:00:00,6.47816658
2014-05-01 00:00:00,2.52759099
2014-06-01 00:00:00,0.00408333354
2014-07-01 00:00:00,0
2014-08-01 00:00:00,0.00189516135
2014-09-01 00:00:00,0.170916662
2014-10-01 00:00:00,1.25048387
2014-11-01 00:00:00,3.66266656
2014-12-01 00:00:00,10.2237501
2015-01-01 00:00:00,18.1914921
2015-02-01 00:00:00,20.6501331
2015-03-01 00:00:00,10.8221779
2015-04-01 00:00:00,9.24925041
2015-05-01 00:00:00,10.5909271
2015-06-01 00:00:00,0.206
2015-07-01 00:00:00,0.000443548401
2015-08-01 00:00:00,0
2015-09-01 00:00:00,0.00504166679
2015-10-01 00:00:00,1.95649195
2015-11-01 00:00:00,15.0958748
2015-12-01 00:00:00,30.9110889
2016-01-01 00:00:00,38.6512108
2016-02-01 00:00:00,50.5866814
2016-03-01 00:00:00,35.6169777
2016-04-01 00:00:00,17.427084
2016-05-01 00:00:00,8.37975788
2016-06-01 00:00:00,0.229166672
2016-07-01 00:00:00,0
2016-08-01 00:00:00,0.00326612894
2016-09-01 00:00:00,1.14183331
2016-10-01 00:00:00,0.144072577
2016-11-01 00:00:00,2.48179173
2016-12-01 00:00:00,18.1893539
2017-01-01 00:00:00,45.4399185
2017-02-01 00:00:00,48.8682594
2017-03-01 00:00:00,31.3260479
2017-04-01 00:00:00,9.04879189
2017-05-01 00:00:00,5.89822578
2017-06-01 00:00:00,0.356249988
2017-07-01 00:00:00,0.00108870969
2017-08-01 00:00:00,0.000362903229
2017-09-01 00:00:00,0.199874997
2017-10-01 00:00:00,3.63669348
2017-11-01 00:00:00,3.17558336
2017-12-01 00:00:00,3.21241927
2018-01-01 00:00:00,4.93754053
2018-02-01 00:00:00,15.6150894
2018-03-01 00:00:00,6.77721786
2018-04-01 00:00:00,3.17024994
2018-05-01 00:00:00,0.884475827
2018-06-01 00:00:00,0.00312500005
2018-07-01 00:00:00,8.06451644e-05
2018-08-01 00:00:00,0
2018-09-01 00:00:00,0.000458333321
2018-10-01 00:00:00,3.85810494
2018-11-01 00:00:00,9.40916634
2018-12-01 00:00:00,12.4869757
2019-01-01 00:00:00,15.1020565
2019-02-01 00:00:00,12.6787949
2019-03-01 00:00:00,32.6154823
2019-04-01 00:00:00,10.4676247
2019-05-01 00:00:00,8.95495987
2019-06-01 00:00:00,0.621291637
2019-07-01 00:00:00,0.000282258057
2019-08-01 00:00:00,0
2019-09-01 00:00:00,0.00620833319
2019-10-01 00:00:00,3.29270172
2019-11-01 00:00:00,11.3704996
2019-12-01 00:00:00,21.8753624
