"LTER_site","local_site","date","discharge","temperature","notes"
"NWT","sdl",1999-12-11,NaN,NaN,NaN
"NWT","sdl",1999-12-12,NaN,NaN,NaN
"NWT","sdl",1999-12-13,NaN,NaN,NaN
"NWT","sdl",1999-12-14,NaN,NaN,NaN
"NWT","sdl",1999-12-15,NaN,NaN,NaN
"NWT","sdl",1999-12-16,NaN,NaN,NaN
"NWT","sdl",1999-12-17,NaN,NaN,NaN
"NWT","sdl",1999-12-18,NaN,NaN,NaN
"NWT","sdl",1999-12-19,NaN,NaN,NaN
"NWT","sdl",1999-12-20,NaN,NaN,NaN
"NWT","sdl",1999-12-21,NaN,NaN,NaN
"NWT","sdl",1999-12-22,NaN,NaN,NaN
"NWT","sdl",1999-12-23,NaN,NaN,NaN
"NWT","sdl",1999-12-24,NaN,NaN,NaN
"NWT","sdl",1999-12-25,NaN,NaN,NaN
"NWT","sdl",1999-12-26,NaN,NaN,NaN
"NWT","sdl",1999-12-27,NaN,NaN,NaN
"NWT","sdl",1999-12-28,NaN,NaN,NaN
"NWT","sdl",1999-12-29,NaN,NaN,NaN
"NWT","sdl",1999-12-30,NaN,NaN,NaN
"NWT","sdl",1999-12-31,NaN,NaN,NaN
"NWT","sdl",2000-01-01,NaN,NaN,NaN
"NWT","sdl",2000-01-02,NaN,NaN,NaN
"NWT","sdl",2000-01-03,NaN,NaN,NaN
"NWT","sdl",2000-01-04,NaN,NaN,NaN
"NWT","sdl",2000-01-05,NaN,NaN,NaN
"NWT","sdl",2000-01-06,NaN,NaN,NaN
"NWT","sdl",2000-01-07,NaN,NaN,NaN
"NWT","sdl",2000-01-08,NaN,NaN,NaN
"NWT","sdl",2000-01-09,NaN,NaN,NaN
"NWT","sdl",2000-01-10,NaN,NaN,NaN
"NWT","sdl",2000-01-11,NaN,NaN,NaN
"NWT","sdl",2000-01-12,NaN,NaN,NaN
"NWT","sdl",2000-01-13,NaN,NaN,NaN
"NWT","sdl",2000-01-14,NaN,NaN,NaN
"NWT","sdl",2000-01-15,NaN,NaN,NaN
"NWT","sdl",2000-01-16,NaN,NaN,NaN
"NWT","sdl",2000-01-17,NaN,NaN,NaN
"NWT","sdl",2000-01-18,NaN,NaN,NaN
"NWT","sdl",2000-01-19,NaN,NaN,NaN
"NWT","sdl",2000-01-20,NaN,NaN,NaN
"NWT","sdl",2000-01-21,NaN,NaN,NaN
"NWT","sdl",2000-01-22,NaN,NaN,NaN
"NWT","sdl",2000-01-23,NaN,NaN,NaN
"NWT","sdl",2000-01-24,NaN,NaN,NaN
"NWT","sdl",2000-01-25,NaN,NaN,NaN
"NWT","sdl",2000-01-26,NaN,NaN,NaN
"NWT","sdl",2000-01-27,NaN,NaN,NaN
"NWT","sdl",2000-01-28,NaN,NaN,NaN
"NWT","sdl",2000-01-29,NaN,NaN,NaN
"NWT","sdl",2000-01-30,NaN,NaN,NaN
"NWT","sdl",2000-01-31,NaN,NaN,NaN
"NWT","sdl",2000-02-01,NaN,NaN,NaN
"NWT","sdl",2000-02-02,NaN,NaN,NaN
"NWT","sdl",2000-02-03,NaN,NaN,NaN
"NWT","sdl",2000-02-04,NaN,NaN,NaN
"NWT","sdl",2000-02-05,NaN,NaN,NaN
"NWT","sdl",2000-02-06,NaN,NaN,NaN
"NWT","sdl",2000-02-07,NaN,NaN,NaN
"NWT","sdl",2000-02-08,NaN,NaN,NaN
"NWT","sdl",2000-02-09,NaN,NaN,NaN
"NWT","sdl",2000-02-10,NaN,NaN,NaN
"NWT","sdl",2000-02-11,NaN,NaN,NaN
"NWT","sdl",2000-02-12,NaN,NaN,NaN
"NWT","sdl",2000-02-13,NaN,NaN,NaN
"NWT","sdl",2000-02-14,NaN,NaN,NaN
"NWT","sdl",2000-02-15,NaN,NaN,NaN
"NWT","sdl",2000-02-16,NaN,NaN,NaN
"NWT","sdl",2000-02-17,NaN,NaN,NaN
"NWT","sdl",2000-02-18,NaN,NaN,NaN
"NWT","sdl",2000-02-19,NaN,NaN,NaN
"NWT","sdl",2000-02-20,NaN,NaN,NaN
"NWT","sdl",2000-02-21,NaN,NaN,NaN
"NWT","sdl",2000-02-22,NaN,NaN,NaN
"NWT","sdl",2000-02-23,NaN,NaN,NaN
"NWT","sdl",2000-02-24,NaN,NaN,NaN
"NWT","sdl",2000-02-25,NaN,NaN,NaN
"NWT","sdl",2000-02-26,NaN,NaN,NaN
"NWT","sdl",2000-02-27,NaN,NaN,NaN
"NWT","sdl",2000-02-28,NaN,NaN,NaN
"NWT","sdl",2000-02-29,NaN,NaN,NaN
"NWT","sdl",2000-03-01,NaN,NaN,NaN
"NWT","sdl",2000-03-02,NaN,NaN,NaN
"NWT","sdl",2000-03-03,NaN,NaN,NaN
"NWT","sdl",2000-03-04,NaN,NaN,NaN
"NWT","sdl",2000-03-05,NaN,NaN,NaN
"NWT","sdl",2000-03-06,NaN,NaN,NaN
"NWT","sdl",2000-03-07,NaN,NaN,NaN
"NWT","sdl",2000-03-08,NaN,NaN,NaN
"NWT","sdl",2000-03-09,NaN,NaN,NaN
"NWT","sdl",2000-03-10,NaN,NaN,NaN
"NWT","sdl",2000-03-11,NaN,NaN,NaN
"NWT","sdl",2000-03-12,NaN,NaN,NaN
"NWT","sdl",2000-03-13,NaN,NaN,NaN
"NWT","sdl",2000-03-14,NaN,NaN,NaN
"NWT","sdl",2000-03-15,NaN,NaN,NaN
"NWT","sdl",2000-03-16,NaN,NaN,NaN
"NWT","sdl",2000-03-17,NaN,NaN,NaN
"NWT","sdl",2000-03-18,NaN,NaN,NaN
"NWT","sdl",2000-03-19,NaN,NaN,NaN
"NWT","sdl",2000-03-20,NaN,NaN,NaN
"NWT","sdl",2000-03-21,NaN,NaN,NaN
"NWT","sdl",2000-03-22,NaN,NaN,NaN
"NWT","sdl",2000-03-23,NaN,NaN,NaN
"NWT","sdl",2000-03-24,NaN,NaN,NaN
"NWT","sdl",2000-03-25,NaN,NaN,NaN
"NWT","sdl",2000-03-26,NaN,NaN,NaN
"NWT","sdl",2000-03-27,NaN,NaN,NaN
"NWT","sdl",2000-03-28,NaN,NaN,NaN
"NWT","sdl",2000-03-29,NaN,NaN,NaN
"NWT","sdl",2000-03-30,NaN,NaN,NaN
"NWT","sdl",2000-03-31,NaN,NaN,NaN
"NWT","sdl",2000-04-01,NaN,NaN,NaN
"NWT","sdl",2000-04-02,NaN,NaN,NaN
"NWT","sdl",2000-04-03,NaN,NaN,NaN
"NWT","sdl",2000-04-04,NaN,NaN,NaN
"NWT","sdl",2000-04-05,NaN,NaN,NaN
"NWT","sdl",2000-04-06,NaN,NaN,NaN
"NWT","sdl",2000-04-07,NaN,NaN,NaN
"NWT","sdl",2000-04-08,NaN,NaN,NaN
"NWT","sdl",2000-04-09,NaN,NaN,NaN
"NWT","sdl",2000-04-10,NaN,NaN,NaN
"NWT","sdl",2000-04-11,NaN,NaN,NaN
"NWT","sdl",2000-04-12,NaN,NaN,NaN
"NWT","sdl",2000-04-13,NaN,NaN,NaN
"NWT","sdl",2000-04-14,NaN,NaN,NaN
"NWT","sdl",2000-04-15,NaN,NaN,NaN
"NWT","sdl",2000-04-16,NaN,NaN,NaN
"NWT","sdl",2000-04-17,NaN,NaN,NaN
"NWT","sdl",2000-04-18,NaN,NaN,NaN
"NWT","sdl",2000-04-19,NaN,NaN,NaN
"NWT","sdl",2000-04-20,0,NaN,NaN
"NWT","sdl",2000-04-21,0,NaN,NaN
"NWT","sdl",2000-04-22,0,NaN,NaN
"NWT","sdl",2000-04-23,0,NaN,NaN
"NWT","sdl",2000-04-24,0,NaN,NaN
"NWT","sdl",2000-04-25,0,NaN,NaN
"NWT","sdl",2000-04-26,0,NaN,NaN
"NWT","sdl",2000-04-27,9,NaN,NaN
"NWT","sdl",2000-04-28,5,NaN,NaN
"NWT","sdl",2000-04-29,0,NaN,NaN
"NWT","sdl",2000-04-30,0,NaN,NaN
"NWT","sdl",2000-05-01,0,NaN,NaN
"NWT","sdl",2000-05-02,101,NaN,NaN
"NWT","sdl",2000-05-03,162,NaN,NaN
"NWT","sdl",2000-05-04,403,NaN,NaN
"NWT","sdl",2000-05-05,808,NaN,NaN
"NWT","sdl",2000-05-06,353,NaN,NaN
"NWT","sdl",2000-05-07,370,NaN,NaN
"NWT","sdl",2000-05-08,132,NaN,NaN
"NWT","sdl",2000-05-09,0,NaN,NaN
"NWT","sdl",2000-05-10,59,NaN,NaN
"NWT","sdl",2000-05-11,252,NaN,NaN
"NWT","sdl",2000-05-12,164,NaN,NaN
"NWT","sdl",2000-05-13,0,NaN,NaN
"NWT","sdl",2000-05-14,0,NaN,NaN
