siteId,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,svol,ppt,subppt,valcode,invalcode,modifiedOn
CO98,NP6938SW,"1996-07-02 16:05","1996-07-09 16:50",199607,4.810,9.000," ",.070," ",.010," ",.027," ",.054," ",.100," ",.810," ",.080," ",.470,1411.300,27.940,27.940,"w ","            ",1997-01-24
CO98,NP7143SW,"1996-07-09 16:50","1996-07-16 16:00",199607,4.520,16.800," ",.210," ",.023," ",.024," ",.047," ",.100," ",1.410," ",.150," ",1.000,269.900,2.540,2.540,"w ","            ",1997-01-24
CO98,NP7348SW,"1996-07-16 16:00","1996-07-23 15:55",199607,5.000,5.900," ",.030," ",.006," ",.027," ",.098," ",.080,<,.030," ",.120," ",.290,1197.700,20.320,20.320,"w ","            ",1997-01-24
CO98,NP7564SW,"1996-07-23 15:55","1996-07-30 15:30",199607,4.820,8.400," ",.040," ",.005," ",.015," ",.071," ",.150," ",.640," ",.110," ",.530,2011.700,33.020,33.020,"w ","            ",1997-01-24
CO98,NP7690SW,"1996-07-30 15:30","1996-08-06 15:55",199608,4.760,16.100," ",.360," ",.044," ",.032," ",.079," ",.440," ",2.360," ",.170," ",1.190,665.500,8.890,8.890,"w ","            ",1997-01-24
CO98,NP7965SW,"1996-08-06 15:55","1996-08-13 16:17",199608,4.580,30.000," ",1.500," ",.190," ",.158," ",.321," ",.550," ",5.360," ",.390," ",2.860,49.700,-7.000,.127,"w ","            ",1997-01-24
CO98,NP8150SW,"1996-08-13 16:17","1996-08-20 15:40",199608,4.920,14.500," ",.460," ",.053," ",.070," ",.077," ",.520," ",2.210," ",.160," ",1.310,714.400,11.430,11.430,"w ","            ",1997-01-24
CO98,NP8460SW,"1996-08-20 15:40","1996-08-27 20:00",199608,4.950,12.300," ",.190," ",.021," ",.050," ",.066," ",.600," ",1.990," ",.120," ",.870,559.200,10.160,10.160,"w ","            ",1997-01-24
CO98,NP8597SW,"1996-08-27 20:00","1996-09-03 18:00",199608,4.760,14.700," ",.340," ",.031," ",.021," ",.070," ",.430," ",1.960," ",.160," ",1.320,365.100,-9.990,5.377,"w ","            ",1997-01-24
CO98,NP8856SW,"1996-09-03 18:00","1996-09-10 15:45",199609,4.980,7.000," ",.100," ",.012," ",.014," ",.039," ",.170," ",.570," ",.050," ",.530,2327.000,36.830,36.830,"w ","            ",1997-01-24
CO98,NP9172SW,"1996-09-10 15:45","1996-09-24 16:00",199609,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,3965.700,71.370,71.370,"  ","e           ",1997-01-24
CO98,NP9515SW,"1996-09-24 16:00","1996-10-01 15:00",199609,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1041.400,44.450,44.450,"  ","u           ",1997-02-18
CO98,NP9577SW,"1996-10-01 15:00","1996-10-08 17:30",199610,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,10.160,10.160,"  ","v           ",1997-02-18
CO98,NP9826SW,"1996-10-08 17:30","1996-10-15 16:15",199610,-9.000,-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,.000,.000,"d ","            ",1997-02-18
CO98,NQ0030SW,"1996-10-15 16:15","1996-10-22 19:20",199610,5.230,5.500," ",.230," ",.022," ",.017," ",.043," ",.090," ",.640," ",.060," ",.570,92.200,17.780,17.780,"w ","            ",1997-02-18
CO98,NQ0163SW,"1996-10-22 19:20","1996-10-29 21:25",199610,5.110,7.300," ",.160," ",.016," ",.021," ",.044," ",.220," ",1.060," ",.060," ",.550,261.600,52.070,52.070,"w ","            ",1997-02-18
CO98,NQ0395SW,"1996-10-29 21:25","1996-11-05 19:40",199611,5.040,4.100," ",.010,<,.003," ",.004," ",.023," ",.030," ",.410," ",.050," ",.110,484.500,11.430,11.430,"w ","            ",1997-03-31
CO98,NQ0606SW,"1996-11-05 19:45","1996-11-12 17:00",199611,5.080,5.100," ",.040," ",.007," ",.030," ",.042," ",.040," ",.270," ",.060," ",.420,82.500,17.780,17.780,"w ","            ",1997-03-31
CO98,NQ0790SW,"1996-11-12 17:00","1996-11-19 20:00",199611,4.780,8.000," ",.030," ",.004," ",.006," ",.022," ",.020," ",.820," ",.030," ",.320,1112.300,50.800,50.800,"w ","            ",1997-03-31
CO98,NQ0942SW,"1996-11-19 20:00","1996-11-26 18:15",199611,5.140,3.700," ",.020,<,.003," ",.003," ",.027," ",.050," ",.380," ",.040," ",.130,282.300,11.430,11.430,"w ","            ",1997-03-31
CO98,NQ1215SW,"1996-11-26 18:30","1996-12-03 18:30",199611,5.210,4.400,<,.010,<,.003,<,.003," ",.017," ",.150," ",.550," ",.040," ",.280,1189.400,43.180,43.180,"w ","            ",1997-06-19
CO98,NQ1358SW,"1996-12-03 18:30","1996-12-10 23:00",199612,5.040,4.500," ",.010," ",.004," ",.004," ",.028,<,.020," ",.370," ",.050," ",.240,302.500,45.720,45.720,"w ","            ",1997-06-19
CO98,NQ1615SW,"1996-12-10 23:00","1996-12-17 18:55",199612,5.340,2.900," ",.040," ",.005," ",.005," ",.033,<,.020," ",.210," ",.040," ",.140,430.800,76.200,76.200,"w ","            ",1997-06-19
CO98,NQ1930SW,"1996-12-17 19:00","1996-12-23 19:15",199612,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,4.800,73.910,73.910,"  ","v           ",1997-06-19
CO98,NQ1942SW,"1996-12-23 19:15","1996-12-31 19:00",199612,4.960,6.100," ",.070," ",.009," ",.013," ",.080,<,.020," ",.470," ",.170," ",.300,75.200,50.800,50.800,"w ","            ",1997-06-19
CO98,NQ2141SW,"1996-12-31 19:00","1997-01-07 18:30",199701,5.480,2.900," ",.070," ",.011," ",.064," ",.056,<,.020,<,.030," ",.100," ",.130,215.700,19.050,19.050,"w ","            ",1997-06-19
CO98,NQ2367SW,"1997-01-07 18:40","1997-01-14 18:45",199701,5.290,2.900," ",.010,<,.003," ",.009," ",.041,<,.020," ",.230," ",.040," ",.140,112.200,73.660,73.660,"w ","            ",1997-06-19
CO98,NQ2602SW,"1997-01-14 18:45","1997-01-21 19:00",199701,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.400,8.890,8.890,"  ","v           ",1997-06-19
CO98,NQ2830SW,"1997-01-21 19:00","1997-01-28 19:10",199701,4.820,8.400," ",.030," ",.004," ",.015," ",.089," ",.070," ",.620," ",.150," ",.710,54.000,62.230,62.230,"w ","            ",1997-06-19
CO98,NQ3010SW,"1997-01-28 19:10","1997-02-04 21:45",199701,4.870,6.800," ",.030," ",.003," ",.003," ",.051," ",.050," ",.660," ",.080," ",.350,382.800,19.050,19.050,"w ","            ",1997-07-17
CO98,NQ3212SW,"1997-02-04 21:45","1997-02-11 17:25",199702,4.750,9.900," ",.120," ",.011," ",.004," ",.054," ",.030," ",1.650," ",.070," ",.180,241.100,8.890,8.890,"w ","            ",1997-07-17
CO98,NQ3524SW,"1997-02-11 17:25","1997-02-18 18:10",199702,5.120,5.100," ",.030," ",.003," ",.005," ",.015," ",.170," ",.820," ",.050," ",.210,328.300,-9.990,4.835,"w ","            ",1997-07-17
CO98,NQ3625SW,"1997-02-18 18:10","1997-02-25 19:15",199702,4.970,5.800," ",.050," ",.004," ",.004," ",.019," ",.080," ",.580,<,.030," ",.400,615.100,16.510,16.510,"w ","            ",1997-07-17
CO98,NQ3805SW,"1997-02-25 19:15","1997-03-04 19:15",199702,5.360,3.400," ",.030," ",.004,<,.003," ",.029," ",.100," ",.450," ",.030," ",.150,1007.900,27.940,27.940,"w ","            ",1997-07-17
CO98,NQ4087SW,"1997-03-04 19:15","1997-03-11 21:00",199703,4.620,17.100," ",.260," ",.034," ",.022," ",.130," ",.210," ",2.720," ",.180," ",.890,95.600,5.080,5.080,"w ","            ",1997-08-05
CO98,NQ4243SW,"1997-03-11 21:00","1997-03-18 18:15",199703,5.000,8.800," ",.210," ",.027," ",.017," ",.100," ",.150," ",1.310," ",.120," ",.640,303.300,22.860,22.860,"w ","            ",1997-08-05
CO98,NQ4467SW,"1997-03-18 18:15","1997-03-25 18:55",199703,5.340,3.000," ",.050," ",.004,<,.003," ",.014," ",.040," ",.330," ",.030," ",.150,715.200,16.510,16.510,"w ","            ",1997-08-05
CO98,NQ4641SW,"1997-03-25 18:55","1997-04-01 19:20",199703,5.740,4.900," ",.290," ",.025," ",.017," ",.074," ",.150," ",.790," ",.090," ",.520,288.000,15.240,15.240,"w ","            ",1997-08-05
CO98,NQ4865SW,"1997-04-01 19:20","1997-04-08 17:50",199704,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,2510.100,50.800,50.800,"  ","u           ",1997-12-04
CO98,NQ5087SW,"1997-04-08 17:50","1997-04-15 17:50",199704,6.570,7.100," ",.830," ",.046," ",.024," ",.074," ",.160," ",1.010," ",.090," ",.530,1649.000,46.990,46.990,"w ","            ",1997-12-04
CO98,NQ5398SW,"1997-04-15 17:50","1997-04-22 16:30",199704,5.190,4.100," ",.070," ",.010," ",.003," ",.024," ",.050," ",.380," ",.040," ",.320,685.700,22.860,22.860,"w ","            ",1997-12-04
CO98,NQ5464SW,"1997-04-22 16:30","1997-04-29 18:10",199704,5.230,4.600," ",.070," ",.009," ",.004," ",.030," ",.130," ",.520," ",.030," ",.360,3111.800,95.500,95.500,"w ","            ",1997-12-04
CO98,NQ5686SW,"1997-04-29 18:10","1997-05-06 16:30",199705,4.950,6.300," ",.040," ",.006,<,.003," ",.013," ",.080," ",.440," ",.030," ",.510,976.400,58.420,58.420,"w ","            ",1997-12-09
CO98,NQ5874SW,"1997-05-06 16:30","1997-05-13 18:15",199705,5.090,10.100," ",.250," ",.028," ",.017," ",.057," ",.400," ",1.450," ",.070," ",1.010,351.200,8.380,8.380,"w ","            ",1997-12-04
CO98,NQ6081SW,"1997-05-13 18:15","1997-05-20 16:40",199705,5.310,11.200," ",.460," ",.054," ",.037," ",.101," ",.580," ",1.910," ",.130," ",1.350,679.500,7.620,7.620,"w ","            ",1997-12-04
CO98,NQ6361SW,"1997-05-20 16:40","1997-05-27 19:20",199705,4.780,9.300," ",.100," ",.012," ",.008," ",.027," ",.090," ",.920," ",.030," ",.560,2274.800,45.720,45.720,"w ","            ",1997-12-04
CO98,NQ6499SW,"1997-05-27 19:21","1997-06-03 16:50",199705,4.940,5.800," ",.030," ",.005," ",.005," ",.022," ",.070," ",.440," ",.030," ",.410,3075.600,49.530,49.530,"w ","            ",1997-12-04
CO98,NQ6699SW,"1997-06-03 16:50","1997-06-10 18:00",199706,4.850,9.700," ",.050," ",.008," ",.021," ",.029," ",.390," ",1.170," ",.050," ",.790,1379.400,21.590,21.590,"w ","            ",1997-12-16
CO98,NQ6898SW,"1997-06-10 18:00","1997-06-17 16:00",199706,4.920,9.700," ",.170," ",.025," ",.057," ",.098," ",.200," ",.930," ",.120," ",.830,1253.400,16.510,16.510,"w ","            ",1997-12-16
CO98,NQ7134SW,"1997-06-17 16:00","1997-06-24 16:10",199706,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,579.200,6.350,6.350,"  ","c           ",1997-12-16
CO98,NQ7338SW,"1997-06-24 16:10","1997-07-01 16:20",199706,5.370,22.100," ",1.630," ",.237," ",.673," ",.549,<,.110," ",2.150," ",.750," ",2.640,24.900,1.270,1.270,wa,"            ",2002-06-10
CO98,NQ7507SW,"1997-07-01 16:20","1997-07-08 15:05",199707,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,.000,.000,.000,"d ","            ",1998-01-14
CO98,NQ7721SW,"1997-07-08 15:05","1997-07-15 14:40",199707,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.000,2.540,2.540,"  ","c           ",1998-01-14
CO98,NQ7915SW,"1997-07-15 14:40","1997-07-22 18:00",199707,4.870,8.300," ",.100," ",.011," ",.019," ",.037," ",.090," ",.650," ",.080," ",.600,669.000,10.160,10.160,"w ","            ",1998-01-14
CO98,NQ8290SW,"1997-07-22 18:00","1997-07-29 15:20",199707,4.730,16.100," ",.160," ",.018," ",.028," ",.037," ",.550," ",2.110," ",.050," ",1.130,1216.700,21.590,21.590,"w ","            ",1998-01-14
CO98,NQ8172SW,"1997-07-29 15:20","1997-08-05 17:45",199708,5.130,4.600," ",.020," ",.004," ",.006," ",.017," ",.060," ",.410,<,.030," ",.160,1831.600,30.480,30.480,"w ","            ",1998-01-14
CO98,NQ8650SW,"1997-08-05 17:45","1997-08-12 20:00",199708,5.170,5.100," ",.040," ",.006," ",.011," ",.007," ",.080," ",.380,<,.030," ",.260,6022.000,100.330,100.330,"w ","            ",1998-02-20
CO98,NQ8683SW,"1997-08-12 20:00","1997-08-19 16:30",199708,4.850,9.400," ",.150," ",.023," ",.026," ",.081," ",.170," ",1.040," ",.130," ",.650,1962.600,21.590,21.590,"w ","            ",1998-02-20
CO98,NQ9061SW,"1997-08-19 16:30","1997-08-26 15:35",199708,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,482.500,6.350,6.350,"  ","c           ",1998-02-20
CO98,NQ9190SW,"1997-08-26 15:35","1997-09-02 15:45",199708,4.960,13.700," ",.400," ",.035," ",.055," ",.102," ",.580," ",2.330," ",.180," ",1.280,298.200,3.810,3.810,"w ","            ",1998-02-20
CO98,NQ9345SW,"1997-09-02 15:45","1997-09-09 16:35",199709,4.680,12.300," ",.098," ",.010," ",.020," ",.036," ",.190," ",1.100," ",.090," ",.890,865.100,11.430,11.430,"w ","            ",1998-08-31
CO98,NQ9569SW,"1997-09-09 16:35","1997-09-16 16:00",199709,4.800,9.700," ",.110," ",.014," ",.022," ",.031," ",.160," ",1.070," ",.060," ",.650,965.300,11.430,11.430,"w ","            ",1998-08-31
CO98,NQ9769SW,"1997-09-16 16:00","1997-09-23 16:00",199709,4.890,7.600," ",.071," ",.012," ",.026," ",.028," ",.050," ",.610," ",.050," ",.480,3793.600,53.340,53.340,"w ","            ",1998-08-31
CO98,NQ9991SW,"1997-09-23 16:00","1997-09-30 17:00",199709,5.100,3.900," ",.010,<,.003," ",.007," ",.033,<,.020," ",.300," ",.040," ",.100,878.100,12.700,12.700,"w ","            ",1998-08-31
CO98,NR0203SW,"1997-09-30 17:00","1997-10-07 16:15",199710,4.970,5.900," ",.042," ",.007," ",.034," ",.033," ",.070," ",.470,<,.030," ",.410,379.400,6.350,6.350,"w ","            ",1998-08-31
CO98,NR0509SW,"1997-10-07 16:15","1997-10-14 16:00",199710,5.520,5.600," ",.374," ",.030," ",.041," ",.119," ",.110," ",.530," ",.080," ",.880,714.200,25.400,25.400,"w ","            ",1998-08-31
CO98,NR0503SW,"1997-10-14 16:00","1997-10-21 16:00",199710,4.740,10.300," ",.097," ",.009," ",.005," ",.047," ",.160," ",1.140," ",.040," ",.540,320.000,5.080,5.080,"w ","            ",1998-08-31
CO98,NR0753SW,"1997-10-21 16:00","1997-10-28 19:20",199710,5.240,2.800," ",.013,<,.003,<,.003," ",.016,<,.020," ",.220,<,.030," ",.090,1422.200,53.340,53.340,"w ","            ",1998-08-31
CO98,NR1024SW,"1997-10-28 19:20","1997-11-04 17:50",199711,5.150,4.800," ",.089," ",.010," ",.012," ",.052," ",.060," ",.480," ",.030," ",.340,757.800,34.290,34.290,"w ","            ",1998-08-31
CO98,NR1212SW,"1997-11-04 17:50","1997-11-11 20:20",199711,5.120,6.100," ",.050," ",.006," ",.005," ",.028," ",.270," ",1.000," ",.030," ",.390,1109.600,26.670,26.670,"w ","            ",1998-08-31
CO98,NR1410SW,"1997-11-11 20:20","1997-11-18 19:00",199711,4.890,6.700," ",.022," ",.003," ",.004," ",.027," ",.060," ",.630," ",.030," ",.370,498.800,19.050,19.050,"w ","            ",1998-08-31
CO98,NR1659SW,"1997-11-18 19:00","1997-11-25 18:00",199711,5.050,6.900," ",.033," ",.006," ",.003," ",.040," ",.050," ",.420," ",.050," ",.430,173.600,15.240,15.240,"w ","            ",1998-08-31
CO98,NR1808SW,"1997-11-25 18:00","1997-12-02 18:50",199711,4.870,7.900,<,.009," ",.004,<,.003," ",.031," ",.160," ",1.030," ",.040," ",.370,527.200,13.970,13.970,"w ","            ",1998-08-31
CO98,NR1970SW,"1997-12-02 18:50","1997-12-09 18:15",199712,4.970,5.700,<,.009,<,.003,<,.003," ",.012," ",.070," ",.540,<,.030," ",.330,440.800,15.240,15.240,"w ","            ",1998-08-31
CO98,NR2251SW,"1997-12-09 18:15","1997-12-16 18:30",199712,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,10.500,2.540,2.540,"  ","v           ",1998-08-31
CO98,NR2426SW,"1997-12-16 18:30","1997-12-23 18:00",199712,-9.000,-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000,.000,.000,.000,"d ","            ",1998-08-31
CO98,NR2633SW,"1997-12-23 18:00","1997-12-30 18:00",199712,5.110,3.400," ",.016,<,.003,<,.003," ",.005,<,.020," ",.370,<,.030," ",.050,372.500,21.590,21.590,"w ","            ",1998-08-31
CO98,NR2849SW,"1997-12-30 18:00","1998-01-06 19:00",199801,5.340,2.600,<,.009,<,.003,<,.003,<,.003,<,.020," ",.200,<,.030," ",.070,665.400,13.970,13.970,"w ","            ",1998-08-31
CO98,NR3027SW,"1998-01-06 19:00","1998-01-13 18:35",199801,-9.000,-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000,<,-9.000," ",-9.000,.000,20.320,20.320,"  ","v           ",1998-12-01
CO98,NR3285SW,"1998-01-13 18:35","1998-01-20 19:00",199801,4.990,5.299," ",.029," ",.005,<,.003," ",.008," ",.029," ",.460," ",.040," ",.230,62.500,49.529,49.529,"w ","            ",1998-12-01
CO98,NR3477SW,"1998-01-20 19:00","1998-01-27 18:30",199801,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.100,19.049,19.049,"  ","v           ",1998-12-01
CO98,NR3693SW,"1998-01-27 18:30","1998-02-03 18:15",199801,4.700,11.300," ",.058," ",.007," ",.005," ",.017," ",.059," ",1.960," ",.040," ",.160,100.599,-9.990,1.481,"w ","            ",1998-12-01
CO98,NR3901SW,"1998-02-03 18:15","1998-02-10 18:00",199802,4.700,9.000," ",.029," ",.003," ",.003," ",.007," ",.029," ",.739," ",.029," ",.510,174.199,17.779,17.779,"w ","            ",1998-12-01
CO98,NR4093SW,"1998-02-10 18:00","1998-02-17 19:00",199802,5.290,3.100," ",.012,<,.003,<,.003," ",.003," ",.050," ",.320,<,.029," ",.130,795.399,13.970,13.970,"w ","            ",1998-12-01
CO98,NR4287SW,"1998-02-17 19:00","1998-02-24 19:00",199802,5.030,6.599," ",.069," ",.012," ",.033," ",.016," ",.110," ",.670," ",.029," ",.489,170.699,-9.990,2.514,"w ","            ",1998-12-01
CO98,NR4530SW,"1998-02-24 19:00","1998-03-03 18:05",199802,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,36.299,-9.990,.534,"  ","v           ",1998-12-01
CO98,NR4721SW,"1998-03-03 18:05","1998-03-10 18:45",199803,5.019,5.400," ",.045," ",.004,<,.003," ",.020,<,.020,<,.029," ",.029," ",.190,743.200,29.209,29.209,"w ","            ",1998-12-01
CO98,NR4905SW,"1998-03-10 18:45","1998-03-17 18:40",199803,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,5.299,2.540,2.540,"  ","v           ",1998-12-01
CO98,NR5144SW,"1998-03-17 18:40","1998-03-24 18:00",199803,5.469,3.399," ",.010,<,.003,<,.003," ",.004," ",.220," ",.469,<,.029," ",.260,1422.000,41.909,41.909,"w ","            ",1998-12-01
CO98,NR5350SW,"1998-03-24 18:00","1998-03-31 20:05",199803,5.089,5.700," ",.108," ",.010," ",.006," ",.029," ",.100," ",.569," ",.040," ",.429,815.500,24.129,24.129,"w ","            ",1998-12-01
CO98,NR5573SW,"1998-03-31 20:05","1998-04-07 17:15",199804,5.309,5.200," ",.196," ",.014," ",.008," ",.020," ",.170," ",.819," ",.040," ",.440,2362.000,48.259,48.259,"w ","            ",1998-12-01
CO98,NR5747SW,"1998-04-07 17:15","1998-04-14 18:00",199804,5.260,4.400," ",.113," ",.012," ",.003," ",.012," ",.080," ",.530," ",.030," ",.350,1004.500,24.130,24.130,"w ","            ",1999-05-01
CO98,NR5974SW,"1998-04-14 18:00","1998-04-21 18:55",199804,5.270,4.400," ",.046," ",.005,<,.003," ",.010," ",.150," ",.530,<,.030," ",.320,2128.100,40.640,40.640,"w ","            ",1999-05-01
CO98,NR6149SW,"1998-04-21 18:55","1998-04-28 18:00",199804,5.320,2.600," ",.027," ",.004,<,.003," ",.005," ",.040," ",.220,<,.030," ",.120,1621.600,30.480,30.480,"w ","            ",1999-05-01
CO98,NR6387SW,"1998-04-28 18:00","1998-05-05 18:45",199805,5.670,20.200," ",1.562," ",.155," ",.083," ",.312," ",.570," ",4.080," ",.270," ",2.910,140.900,2.540,2.540,"w ","            ",1999-05-01
CO98,NR6649SW,"1998-05-05 18:45","1998-05-12 16:15",199805,5.170,5.800," ",.165," ",.021," ",.015," ",.028," ",.120," ",.680," ",.040," ",.480,1721.100,34.290,34.290,"w ","            ",1999-05-01
CO98,NR6790SW,"1998-05-12 16:15","1998-05-19 16:30",199805,4.780,12.300," ",.304," ",.034," ",.030," ",.060," ",.140," ",1.540," ",.090," ",.800,557.800,16.510,16.510,"w ","            ",1999-05-01
CO98,NR7013SW,"1998-05-19 16:30","1998-05-26 16:45",199805,5.010,14.400," ",.512," ",.066," ",.061," ",.074," ",.610," ",2.330," ",.160," ",1.480,270.700,4.318,4.318,"w ","            ",1999-05-01
CO98,NR7232SW,"1998-05-26 16:45","1998-06-02 19:00",199805,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,12.400,.000,.000,"d ","            ",1999-05-01
CO98,NR7443SW,"1998-06-02 19:00","1998-06-09 17:45",199806,5.960,7.600," ",.748," ",.057," ",.045," ",.054," ",.020," ",.740," ",.080," ",.580,1190.600,25.400,25.400,"w ","            ",1999-05-01
CO98,NR7609SW,"1998-06-09 17:45","1998-06-16 16:45",199806,5.300,8.100," ",.413," ",.048," ",.067," ",.050," ",.160," ",.920," ",.100," ",.840,910.900,38.100,38.100,"w ","            ",1999-05-01
CO98,NR7805SW,"1998-06-16 16:45","1998-06-23 18:00",199806,5.050,9.800," ",.349," ",.043," ",.087," ",.060," ",.140," ",1.430," ",.110," ",.660,640.100,24.130,24.130,"w ","            ",1999-05-01
CO98,NR8003SW,"1998-06-23 18:00","1998-06-30 16:45",199806,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000,<,-9.000,-9.000,.000,.000,"d ","            ",1999-05-01
CO98,NR8241SW,"1998-06-30 16:45","1998-07-07 17:00",199807,4.800,12.300," ",.307," ",.052," ",.246," ",.125," ",.050," ",1.250," ",.110," ",1.040,543.000,8.890,8.890,"w ","            ",1999-05-01
CO98,NR8493SW,"1998-07-07 17:00","1998-07-14 15:45",199807,4.890,8.200," ",.096," ",.009," ",.034," ",.016," ",.140," ",.880," ",.040," ",.470,646.700,17.780,17.780,"w ","            ",1999-05-01
CO98,NR8654SW,"1998-07-14 15:45","1998-07-21 15:45",199807,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,-9.000,.000,.000,"d ","            ",1999-05-01
CO98,NR8914SW,"1998-07-21 15:45","1998-07-28 16:35",199807,5.040,6.300," ",.065," ",.008," ",.014," ",.008," ",.200," ",.730," ",.030," ",.380,3332.900,61.214,61.214,"w ","            ",1999-05-01
